,MCIC_hr,Vis_hr,Ceiling_hr,TS_hr,CW0422_hr,CW1129_hr,PC_hr,RNSNIC_hr,CW0422_Str,CW1129_Str,ModNumber,ActAdvisoryDuration,PR_hr,GDPCNX
0,1,5.0,25,0,29,15,1,1,1,0,0,7.4,30,1
1,0,6.0,40,0,30,15,1,1,1,0,0,7.4,30,1
2,0,6.0,40,0,30,15,1,1,1,0,0,7.4,30,1
3,0,6.0,40,0,30,15,1,1,1,0,0,7.4,30,1
4,0,10.0,50,0,32,16,1,1,1,0,0,7.4,30,1
5,0,10.0,50,0,32,16,1,1,1,0,0,7.4,30,1
6,0,10.0,50,0,32,16,1,1,1,0,0,7.4,30,1
7,0,10.0,50,0,32,16,1,1,1,0,0,7.4,30,1
8,0,10.0,70,0,36,19,0,0,1,0,1,2.2166666669999997,30,1
9,0,10.0,70,0,36,19,0,0,1,0,1,2.2166666669999997,30,1
10,0,10.0,70,0,36,19,0,0,1,0,1,2.2166666669999997,30,1
11,0,10.0,250,0,34,6,0,0,1,0,2,19.71666667,30,2
12,0,10.0,60,0,32,17,1,1,1,0,0,10.08333333,30,1
13,0,10.0,60,0,32,17,1,1,1,0,0,10.08333333,30,1
14,0,10.0,60,0,32,17,1,1,1,0,0,10.08333333,30,1
15,0,10.0,60,0,32,17,1,1,1,0,0,10.08333333,30,1
16,0,10.0,60,0,32,17,1,1,1,0,0,10.08333333,30,1
17,1,10.0,25,0,36,6,1,1,1,0,0,10.08333333,30,1
18,1,10.0,25,0,36,6,1,1,1,0,0,10.08333333,30,1
19,1,10.0,25,0,36,6,1,1,1,0,0,10.08333333,30,1
20,1,10.0,25,0,36,6,1,1,1,0,0,10.08333333,30,1
21,1,10.0,25,0,36,6,1,1,1,0,0,10.08333333,30,1
22,1,10.0,25,0,36,6,1,1,1,0,0,10.08333333,30,1
23,1,6.0,25,0,36,6,1,1,1,0,0,2.116666667,32,1
24,1,6.0,25,0,36,6,1,1,1,0,0,2.116666667,32,1
25,1,6.0,25,0,36,6,1,1,1,0,0,2.116666667,32,1
26,1,3.0,25,0,39,7,1,1,1,0,1,5.166666667,32,1
27,1,3.0,25,0,39,7,1,1,1,0,1,5.166666667,32,1
28,1,3.0,25,0,39,7,1,1,1,0,1,5.166666667,32,1
29,1,3.0,25,0,39,7,1,1,1,0,1,5.166666667,32,1
30,1,3.0,25,0,39,7,1,1,1,0,1,5.166666667,32,1
31,0,10.0,35,0,39,7,1,1,1,0,1,5.166666667,32,1
32,1,3.0,20,0,33,6,1,1,1,0,2,2.2166666669999997,32,1
33,0,10.0,35,0,29,15,1,1,1,0,2,2.2166666669999997,32,1
34,0,10.0,35,0,29,15,1,1,1,0,2,2.2166666669999997,32,1
35,0,5.0,30,0,26,5,1,1,1,0,3,0.2,36,1
36,0,5.0,30,0,26,5,1,1,1,0,4,26.76666667,36,2
37,0,10.0,120,0,21,4,0,0,0,0,0,4.166666667,40,1
38,0,10.0,120,0,21,4,0,0,0,0,0,4.166666667,40,1
39,0,10.0,120,0,21,4,0,0,0,0,0,4.166666667,40,1
40,0,10.0,120,0,21,4,0,0,0,0,0,4.166666667,40,1
41,0,10.0,120,0,11,2,0,0,0,0,0,4.166666667,40,1
42,0,10.0,120,0,11,2,0,0,0,0,1,3.583333333,38,1
43,0,10.0,120,0,11,2,0,0,0,0,1,3.583333333,38,1
44,0,10.0,120,0,11,2,0,0,0,0,1,3.583333333,38,1
45,0,10.0,120,0,11,2,0,0,0,0,1,3.583333333,38,1
46,0,10.0,40,0,10,2,0,0,0,0,2,2.566666667,38,2
47,0,10.0,35,0,22,11,0,0,0,0,0,6.216666667,38,1
48,0,10.0,35,0,22,11,0,0,0,0,0,6.216666667,38,1
49,0,10.0,35,0,22,11,0,0,0,0,0,6.216666667,38,1
50,0,10.0,35,0,22,11,0,0,0,0,0,6.216666667,38,1
51,0,10.0,35,0,22,11,0,0,0,0,0,6.216666667,38,1
52,0,10.0,35,0,22,11,0,0,0,0,0,6.216666667,38,1
53,0,10.0,35,0,22,11,0,0,0,0,0,6.216666667,38,1
54,0,10.0,120,0,22,4,0,0,0,0,1,4.05,38,2
55,0,10.0,120,0,16,3,0,0,0,0,0,5.133333333,38,1
56,0,10.0,120,0,8,0,0,0,0,0,0,5.133333333,38,1
57,0,10.0,120,0,8,0,0,0,0,0,0,5.133333333,38,1
58,0,10.0,120,0,8,0,0,0,0,0,0,5.133333333,38,1
59,0,10.0,150,0,6,1,0,0,0,0,0,5.133333333,38,1
60,0,10.0,150,0,6,1,0,0,0,0,0,5.133333333,38,1
61,0,10.0,120,0,8,1,0,0,0,0,1,24.23333333,38,2
62,1,10.0,20,0,9,0,0,0,0,0,1,6.016666667000001,38,1
63,0,10.0,70,0,21,4,0,0,0,0,1,6.016666667000001,38,1
64,0,10.0,35,0,23,4,0,0,0,0,1,6.016666667000001,38,1
65,0,10.0,35,0,23,4,0,0,0,0,1,6.016666667000001,38,1
66,0,10.0,35,0,24,12,0,0,0,0,1,6.016666667000001,38,1
67,0,10.0,35,0,24,12,0,0,0,0,1,6.016666667000001,36,1
68,0,10.0,35,0,24,12,0,0,0,0,1,6.016666667000001,36,1
69,0,10.0,120,0,24,12,0,0,0,0,2,0.833333333,36,1
70,0,10.0,120,0,24,12,0,0,0,0,3,4.866666667,36,2
71,0,10.0,120,0,16,11,0,0,0,0,0,1.55,32,1
72,0,10.0,120,0,16,11,0,0,0,0,0,1.55,32,1
73,0,10.0,120,0,16,11,0,0,0,0,1,1.533333333,32,1
74,0,10.0,120,0,16,11,0,0,0,0,1,1.533333333,32,1
75,0,10.0,120,0,9,5,0,0,0,0,2,3.266666667,35,1
76,0,10.0,120,0,9,5,0,0,0,0,2,3.266666667,35,1
77,0,10.0,120,0,9,5,0,0,0,0,2,3.266666667,35,1
78,0,10.0,120,0,9,5,0,0,0,0,2,3.266666667,35,1
79,0,10.0,120,0,16,8,0,0,0,0,3,5.35,35,1
80,0,10.0,120,0,11,4,0,0,0,0,3,5.35,35,1
81,0,10.0,120,0,11,4,0,0,0,0,3,5.35,35,1
82,0,10.0,120,0,7,1,0,0,0,0,3,5.35,35,1
83,0,10.0,120,0,7,1,0,0,0,0,3,5.35,35,1
84,0,10.0,120,0,7,1,0,0,0,0,3,5.35,35,1
85,0,10.0,120,0,11,4,0,0,0,0,4,18.38333333,35,2
86,0,10.0,120,0,19,6,0,0,0,0,0,5.55,36,1
87,0,10.0,120,0,24,12,0,0,0,0,0,5.55,36,1
88,0,10.0,120,0,24,12,0,0,0,0,0,5.55,38,1
89,0,10.0,120,0,24,12,0,0,0,0,0,5.55,38,1
90,0,10.0,120,0,24,12,0,0,0,0,0,5.55,38,1
91,0,10.0,120,0,22,11,0,0,0,0,0,5.55,38,1
92,0,10.0,120,0,27,14,0,0,1,0,1,2.616666667,38,2
93,0,5.0,50,0,6,4,1,1,0,0,0,1.6,34,1
94,1,5.0,25,0,6,4,1,1,0,0,0,1.6,34,1
95,1,2.0,7,0,15,12,1,1,0,0,1,6.0,31,1
96,1,2.0,7,0,15,12,1,1,0,0,1,6.0,31,1
97,1,2.0,7,0,15,12,1,1,0,0,1,6.0,31,1
98,1,2.0,7,0,15,12,1,1,0,0,1,6.0,31,1
99,1,2.0,7,0,15,12,1,1,0,0,1,6.0,31,1
100,1,1.0,5,0,0,28,1,1,0,1,1,6.0,31,1
101,1,2.0,7,0,5,11,1,1,0,0,2,2.5333333330000003,27,1
102,1,2.0,7,0,5,11,1,1,0,0,2,2.5333333330000003,27,1
103,1,1.0,5,0,0,23,1,1,0,0,2,2.5333333330000003,27,1
104,1,1.0,5,0,0,26,1,1,0,1,3,19.38333333,27,2
105,0,10.0,40,0,5,0,0,0,0,0,0,5.333333333,36,1
106,0,10.0,40,0,5,0,0,0,0,0,0,5.333333333,36,1
107,0,10.0,40,0,5,0,0,0,0,0,0,5.333333333,36,1
108,0,10.0,40,0,5,0,0,0,0,0,0,5.333333333,36,1
109,1,10.0,20,0,5,2,0,0,0,0,0,5.333333333,36,1
110,1,10.0,20,0,5,2,0,0,0,0,0,5.333333333,38,1
111,0,10.0,120,0,18,9,0,0,0,0,0,6.583333333,36,1
112,0,10.0,120,0,18,9,0,0,0,0,0,6.583333333,36,1
113,0,10.0,120,0,18,9,0,0,0,0,0,6.583333333,36,1
114,0,10.0,120,0,18,9,0,0,0,0,0,6.583333333,36,1
115,0,10.0,120,0,18,9,0,0,0,0,0,6.583333333,38,1
116,0,10.0,120,0,7,6,0,0,0,0,0,6.583333333,38,1
117,0,10.0,120,0,7,6,0,0,0,0,0,6.583333333,38,1
118,0,10.0,120,0,8,5,0,0,0,0,1,3.4666666669999997,38,2
119,0,10.0,40,0,21,4,0,0,0,0,0,5.916666667,36,1
120,0,10.0,40,0,21,4,0,0,0,0,0,5.916666667,36,1
121,0,10.0,40,0,21,4,0,0,0,0,0,5.916666667,36,1
122,0,10.0,40,0,21,4,0,0,0,0,0,5.916666667,36,1
123,0,10.0,40,0,21,4,0,0,0,0,0,5.916666667,36,1
124,0,10.0,40,0,9,4,0,0,0,0,0,5.916666667,38,1
125,0,10.0,60,0,7,5,0,0,0,0,1,1.516666667,38,2
126,0,10.0,60,0,6,8,1,1,0,0,0,6.1,32,1
127,0,10.0,60,0,6,8,1,1,0,0,0,6.1,32,1
128,0,10.0,40,0,18,14,1,1,0,0,0,6.1,32,1
129,0,4.0,35,0,27,12,1,1,1,0,0,6.1,32,1
130,1,2.0,15,0,30,0,1,1,1,0,0,6.1,32,1
131,0,10.0,60,0,30,0,1,1,1,0,0,6.1,32,1
132,0,10.0,60,0,30,0,1,1,1,0,0,6.1,32,1
133,1,10.0,25,0,28,0,1,1,1,0,1,3.9,32,1
134,1,10.0,25,0,28,0,1,1,1,0,1,3.9,32,1
135,1,10.0,25,0,28,0,1,1,1,0,1,3.9,32,1
136,1,10.0,25,0,28,0,1,1,1,0,1,3.9,32,1
137,0,10.0,120,0,29,6,0,0,1,0,2,2.6,30,1
138,0,10.0,35,0,29,5,1,1,1,0,2,2.6,30,1
139,0,10.0,35,0,29,5,1,1,1,0,2,2.6,30,1
140,0,10.0,120,0,34,12,0,0,1,0,3,16.36666667,30,2
141,0,10.0,120,0,28,5,0,0,1,0,0,3.833333333,36,1
142,0,10.0,120,0,28,5,0,0,1,0,0,3.833333333,36,1
143,0,10.0,120,0,28,5,0,0,1,0,0,3.833333333,36,1
144,0,10.0,120,0,23,4,0,0,0,0,0,3.833333333,36,1
145,0,10.0,120,0,23,4,0,0,0,0,1,5.316666667,36,2
146,0,10.0,120,0,20,13,0,0,0,0,0,5.9,38,1
147,0,10.0,120,0,20,13,0,0,0,0,0,5.9,38,1
148,0,10.0,120,0,19,6,0,0,0,0,0,5.9,38,1
149,0,10.0,120,0,19,6,0,0,0,0,0,5.9,38,1
150,0,10.0,120,0,8,1,0,0,0,0,0,5.9,38,1
151,0,10.0,120,0,8,1,0,0,0,0,0,5.9,38,1
152,0,10.0,120,0,7,1,0,0,0,0,1,1.25,38,2
153,0,10.0,120,0,23,12,0,0,0,0,0,2.433333333,35,1
154,0,10.0,120,0,23,12,0,0,0,0,0,2.433333333,35,1
155,0,10.0,120,0,23,12,0,0,0,0,0,2.433333333,35,1
156,0,10.0,120,0,22,4,0,0,0,0,1,2.5,35,1
157,0,10.0,120,0,22,4,0,0,0,0,1,2.5,35,1
158,0,10.0,120,0,22,4,0,0,0,0,1,2.5,35,1
159,0,10.0,120,0,20,7,0,0,0,0,2,4.4,35,2
160,0,10.0,120,0,25,0,0,0,1,0,0,6.35,36,1
161,0,10.0,120,0,25,0,0,0,1,0,0,6.35,36,1
162,0,10.0,120,0,25,0,0,0,1,0,0,6.35,36,1
163,0,10.0,120,0,25,0,0,0,1,0,0,6.35,38,1
164,0,10.0,120,0,25,0,0,0,1,0,0,6.35,38,1
165,0,10.0,120,0,25,0,0,0,1,0,0,6.35,38,1
166,0,10.0,120,0,25,0,0,0,1,0,0,6.35,38,1
167,0,10.0,120,0,10,12,0,0,0,0,1,4.766666667,38,2
168,1,0.75,7,0,8,6,1,1,0,0,0,5.533333333,32,1
169,1,2.0,12,0,8,6,1,1,0,0,0,5.533333333,32,1
170,1,2.0,12,0,8,6,1,1,0,0,0,5.533333333,32,1
171,1,10.0,25,0,22,0,1,1,0,0,0,5.533333333,32,1
172,1,10.0,25,0,22,0,1,1,0,0,0,5.533333333,32,1
173,1,10.0,25,0,22,0,1,1,0,0,0,5.533333333,32,1
174,1,0.5,7,0,18,0,1,1,0,0,1,6.3666666670000005,36,1
175,1,10.0,15,0,21,0,1,1,0,0,1,6.3666666670000005,36,1
176,1,10.0,15,0,21,0,1,1,0,0,1,6.3666666670000005,36,1
177,0,10.0,50,0,21,0,1,1,0,0,1,6.3666666670000005,36,1
178,0,10.0,50,0,21,0,1,1,0,0,1,6.3666666670000005,36,1
179,0,10.0,50,0,21,0,1,1,0,0,1,6.3666666670000005,36,1
180,0,10.0,50,0,11,0,1,1,0,0,1,6.3666666670000005,36,1
181,0,10.0,50,0,21,0,0,0,0,0,2,19.75,36,2
182,0,10.0,40,0,27,5,0,0,1,0,0,2.35,38,1
183,0,10.0,40,0,27,5,0,0,1,0,0,2.35,38,1
184,0,10.0,40,0,27,5,0,0,1,0,0,2.35,38,1
185,0,10.0,40,0,27,5,0,0,1,0,1,1.733333333,38,1
186,0,10.0,40,0,27,5,0,0,1,0,1,1.733333333,38,1
187,0,10.0,120,0,12,2,0,0,0,0,2,6.066666667000001,38,2
188,0,10.0,40,0,26,0,0,0,1,0,0,9.516666667,36,1
189,0,10.0,40,0,26,0,0,0,1,0,0,9.516666667,36,1
190,0,10.0,40,0,26,0,0,0,1,0,0,9.516666667,34,1
191,0,10.0,40,0,26,0,0,0,1,0,0,9.516666667,36,1
192,0,10.0,40,0,26,0,0,0,1,0,0,9.516666667,36,1
193,0,10.0,40,0,23,0,0,0,0,0,0,9.516666667,36,1
194,0,10.0,40,0,23,0,0,0,0,0,0,9.516666667,36,1
195,0,10.0,40,0,23,0,0,0,0,0,0,9.516666667,36,1
196,0,10.0,40,0,23,0,0,0,0,0,0,9.516666667,36,1
197,0,10.0,40,0,23,0,0,0,0,0,0,9.516666667,36,1
198,0,10.0,120,0,22,0,0,0,0,0,1,3.316666667,36,2
199,0,10.0,120,0,22,4,0,0,0,0,0,6.933333332999999,38,1
200,0,10.0,120,0,22,4,0,0,0,0,0,6.933333332999999,38,1
201,0,10.0,120,0,22,4,0,0,0,0,0,6.933333332999999,38,1
202,0,10.0,120,0,22,4,0,0,0,0,0,6.933333332999999,38,1
203,0,10.0,120,0,22,4,0,0,0,0,0,6.933333332999999,38,1
204,0,10.0,120,0,9,2,0,0,0,0,0,6.933333332999999,38,1
205,0,10.0,120,0,9,2,0,0,0,0,0,6.933333332999999,38,1
206,0,10.0,120,0,10,5,0,0,0,0,1,1.266666667,38,2
207,1,2.0,5,0,5,11,1,1,0,0,0,0.433333333,34,1
208,1,3.0,7,0,2,11,1,1,0,0,1,3.75,32,1
209,1,3.0,7,0,2,11,1,1,0,0,1,3.75,32,1
210,1,3.0,7,0,2,11,1,1,0,0,1,3.75,32,1
211,1,3.0,7,0,2,11,1,1,0,0,1,3.75,32,1
212,1,2.0,8,0,0,14,1,1,0,0,2,7.083333333,32,1
213,1,2.0,8,0,0,14,1,1,0,0,2,7.083333333,32,1
214,1,0.5,4,0,0,14,1,1,0,0,2,7.083333333,32,1
215,1,0.5,4,0,0,14,1,1,0,0,2,7.083333333,32,1
216,1,0.5,4,0,0,14,1,1,0,0,2,7.083333333,32,1
217,1,0.5,4,0,0,14,1,1,0,0,2,7.083333333,32,1
218,1,0.5,4,0,0,14,1,1,0,0,2,7.083333333,32,1
219,1,0.5,4,0,0,14,1,1,0,0,2,7.083333333,32,1
220,1,2.0,6,0,4,13,1,1,0,0,3,1.983333333,32,2
221,1,10.0,8,0,9,10,0,0,0,0,0,1.6833333330000002,34,1
222,1,3.0,12,0,4,8,0,0,0,0,0,1.6833333330000002,34,1
223,1,10.0,8,0,8,12,0,0,0,0,1,5.25,34,1
224,1,10.0,8,0,8,12,0,0,0,0,1,5.25,34,1
225,1,10.0,8,0,8,12,0,0,0,0,1,5.25,34,1
226,1,10.0,8,0,8,12,0,0,0,0,1,5.25,34,1
227,1,10.0,8,0,8,12,0,0,0,0,1,5.25,34,1
228,1,4.0,9,0,4,7,0,0,0,0,1,5.25,34,1
229,1,10.0,15,0,8,5,0,0,0,0,2,3.333333333,32,1
230,1,10.0,15,0,8,5,0,0,0,0,2,3.333333333,32,1
231,1,10.0,15,0,8,5,0,0,0,0,2,3.333333333,32,1
232,1,4.0,10,0,6,4,0,0,0,0,2,3.333333333,32,1
233,1,10.0,8,0,9,10,0,0,0,0,0,11.98333333,34,1
234,1,3.0,12,0,4,8,0,0,0,0,0,11.98333333,34,1
235,1,3.0,12,0,4,8,0,0,0,0,0,11.98333333,34,1
236,1,3.0,12,0,4,8,0,0,0,0,0,11.98333333,34,1
237,1,3.0,12,0,4,8,0,0,0,0,0,11.98333333,34,1
238,1,3.0,12,0,4,8,0,0,0,0,0,11.98333333,34,1
239,1,3.0,12,0,4,8,0,0,0,0,0,11.98333333,34,1
240,1,4.0,9,0,4,7,0,0,0,0,0,11.98333333,34,1
241,1,4.0,9,0,4,7,0,0,0,0,0,11.98333333,34,1
242,1,1.0,6,0,4,4,0,0,0,0,0,11.98333333,34,1
243,1,1.0,6,0,4,4,0,0,0,0,0,11.98333333,34,1
244,1,1.0,6,0,4,4,0,0,0,0,0,11.98333333,34,1
245,1,4.0,12,0,8,11,1,1,0,0,0,2.383333333,15,1
246,1,4.0,15,0,17,9,1,1,0,0,0,2.383333333,15,1
247,1,4.0,15,0,17,9,1,1,0,0,0,2.383333333,15,1
248,1,3.0,20,0,2,5,1,1,0,0,1,21.48333333,15,2
249,0,10.0,100,0,32,16,0,0,1,0,0,11.3,50,1
250,0,10.0,100,0,32,16,0,0,1,0,0,11.3,50,1
251,0,10.0,100,0,32,16,0,0,1,0,0,11.3,34,1
252,0,10.0,100,0,32,16,0,0,1,0,0,11.3,34,1
253,0,10.0,100,0,32,16,0,0,1,0,0,11.3,34,1
254,0,10.0,100,0,32,16,0,0,1,0,0,11.3,34,1
255,0,10.0,100,0,32,16,0,0,1,0,0,11.3,34,1
256,0,10.0,80,0,21,14,0,0,0,0,0,11.3,34,1
257,0,10.0,80,0,21,14,0,0,0,0,0,11.3,34,1
258,0,10.0,80,0,21,14,0,0,0,0,0,11.3,34,1
259,0,10.0,80,0,21,14,0,0,0,0,0,11.3,34,1
260,0,10.0,60,0,10,7,0,0,0,0,0,11.3,38,1
261,0,10.0,60,0,15,22,0,0,0,0,0,2.75,34,1
262,0,10.0,60,0,15,22,0,0,0,0,0,2.75,34,1
263,0,10.0,60,0,15,22,0,0,0,0,0,2.75,34,1
264,0,10.0,30,0,15,17,1,1,0,0,1,2.55,34,2
265,0,10.0,120,0,18,6,0,0,0,0,0,5.25,38,1
266,0,10.0,120,0,18,6,0,0,0,0,0,5.25,38,1
267,0,10.0,120,0,18,6,0,0,0,0,0,5.25,38,1
268,0,10.0,120,0,18,6,0,0,0,0,0,5.25,40,1
269,0,10.0,120,0,18,6,0,0,0,0,0,5.25,40,1
270,0,10.0,120,0,9,2,0,0,0,0,0,5.25,40,1
271,1,3.0,10,0,8,17,1,1,0,0,0,4.45,34,1
272,1,3.0,10,0,8,17,1,1,0,0,0,4.45,34,1
273,1,1.0,4,0,8,17,1,1,0,0,0,4.45,34,1
274,1,1.0,4,0,8,17,1,1,0,0,0,4.45,34,1
275,1,3.0,10,0,8,17,1,1,0,0,0,4.45,34,1
276,1,2.0,4,0,8,17,1,1,0,0,1,4.8,32,1
277,1,2.0,4,0,8,17,1,1,0,0,1,4.8,30,1
278,1,3.0,6,0,9,19,1,1,0,0,1,4.8,32,1
279,1,3.0,6,0,9,19,1,1,0,0,1,4.8,32,1
280,1,3.0,6,0,9,19,1,1,0,0,1,4.8,32,1
281,1,6.0,6,0,4,23,1,1,0,0,1,0.8,34,1
282,1,6.0,6,0,4,23,1,1,0,0,2,4.95,32,1
283,1,6.0,6,0,4,23,1,1,0,0,2,4.95,32,1
284,1,6.0,6,0,4,23,1,1,0,0,2,4.95,32,1
285,1,6.0,6,0,4,23,1,1,0,0,2,4.95,32,1
286,1,6.0,6,0,4,23,1,1,0,0,2,4.95,32,1
287,1,4.0,15,0,8,22,1,1,0,0,3,2.45,34,1
288,1,4.0,15,0,8,22,1,1,0,0,3,2.45,34,1
289,1,4.0,15,0,8,22,1,1,0,0,3,2.45,34,1
290,1,4.0,15,0,8,22,1,1,0,0,4,19.26666667,34,2
291,1,10.0,15,0,9,26,1,1,0,1,0,0.783333333,34,1
292,1,10.0,15,0,10,29,1,1,0,1,1,2.666666667,34,1
293,1,10.0,15,0,10,29,1,1,0,1,1,2.666666667,34,1
294,1,10.0,15,0,10,29,1,1,0,1,1,2.666666667,34,1
295,1,10.0,18,0,10,28,1,1,0,1,2,7.333333333,32,1
296,1,10.0,18,0,10,28,1,1,0,1,2,7.333333333,32,1
297,1,10.0,18,0,10,28,1,1,0,1,2,7.333333333,32,1
298,1,10.0,20,0,10,28,1,1,0,1,2,7.333333333,32,1
299,1,10.0,20,0,10,28,1,1,0,1,2,7.333333333,32,1
300,1,6.0,15,0,10,28,1,1,0,1,2,7.333333333,32,1
301,1,6.0,15,0,10,28,1,1,0,1,2,7.333333333,32,1
302,1,6.0,15,0,10,28,1,1,0,1,2,7.333333333,32,1
303,1,10.0,25,0,9,27,1,1,0,1,3,21.81666667,32,2
304,1,4.0,6,0,6,1,1,1,0,0,0,6.45,32,1
305,1,4.0,6,0,6,1,1,1,0,0,0,6.45,32,1
306,1,4.0,6,0,6,1,1,1,0,0,0,6.45,32,1
307,1,4.0,6,0,6,1,1,1,0,0,0,6.45,32,1
308,1,4.0,6,0,6,1,1,1,0,0,0,6.45,32,1
309,1,3.0,6,0,7,1,1,1,0,0,0,6.45,32,1
310,1,3.0,6,0,7,1,1,1,0,0,0,6.45,32,1
311,1,3.0,6,0,8,0,1,1,0,0,1,2.7,32,1
312,1,3.0,6,0,8,0,1,1,0,0,1,2.7,32,1
313,1,3.0,6,0,8,0,1,1,0,0,1,2.7,32,1
314,1,5.0,6,1,8,0,1,1,0,0,2,3.75,32,1
315,1,5.0,6,1,8,0,1,1,0,0,2,3.75,32,1
316,1,3.0,5,1,6,1,1,1,0,0,2,3.75,34,1
317,1,3.0,5,1,6,1,1,1,0,0,2,3.75,34,1
318,1,6.0,10,0,5,6,1,1,0,0,0,2.666666667,36,1
319,1,6.0,10,0,5,6,1,1,0,0,0,2.666666667,36,1
320,1,6.0,10,0,5,6,1,1,0,0,0,2.666666667,36,1
321,1,2.0,9,0,7,8,1,1,0,0,1,4.416666667,36,1
322,1,2.0,9,0,7,8,1,1,0,0,1,4.416666667,36,1
323,1,2.0,9,0,7,8,1,1,0,0,1,4.416666667,36,1
324,1,10.0,25,0,10,0,1,1,0,0,1,4.416666667,36,1
325,1,10.0,25,0,10,0,1,1,0,0,1,4.416666667,36,1
326,1,10.0,25,0,7,5,0,0,0,0,2,23.45,36,2
327,0,10.0,120,0,28,5,0,0,1,0,0,1.9166666669999999,32,1
328,0,10.0,120,0,28,5,0,0,1,0,0,1.9166666669999999,32,1
329,0,10.0,120,0,28,5,0,0,1,0,1,5.083333333,35,1
330,0,10.0,120,0,28,5,0,0,1,0,1,5.083333333,35,1
331,0,10.0,120,0,28,5,0,0,1,0,1,5.083333333,35,1
332,0,10.0,120,0,28,5,0,0,1,0,1,5.083333333,35,1
333,0,10.0,120,0,28,5,0,0,1,0,1,5.083333333,35,1
334,0,10.0,120,0,28,5,0,0,1,0,1,5.083333333,35,1
335,0,10.0,120,0,30,5,0,0,1,0,2,5.25,35,1
336,0,10.0,120,0,30,5,0,0,1,0,2,5.25,35,1
337,0,10.0,120,0,16,0,0,0,0,0,2,5.25,35,1
338,0,10.0,120,0,16,0,0,0,0,0,2,5.25,35,1
339,0,10.0,120,0,16,0,0,0,0,0,2,5.25,36,1
340,0,10.0,120,0,16,0,0,0,0,0,2,5.25,36,1
341,0,10.0,120,0,5,3,0,0,0,0,3,22.65,36,2
342,0,10.0,150,0,16,32,0,0,0,1,0,5.816666667000001,33,1
343,0,10.0,150,0,16,32,0,0,0,1,0,5.816666667000001,33,1
344,0,10.0,150,0,16,32,0,0,0,1,0,5.816666667000001,33,1
345,0,10.0,150,0,16,32,0,0,0,1,0,5.816666667000001,33,1
346,0,10.0,150,0,16,32,0,0,0,1,0,5.816666667000001,33,1
347,0,10.0,150,0,16,32,0,0,0,1,0,5.816666667000001,33,1
348,0,10.0,250,0,14,28,0,0,0,1,1,1.0,36,1
349,0,10.0,250,0,14,28,0,0,0,1,2,2.933333333,38,1
350,0,10.0,250,0,14,28,0,0,0,1,2,2.933333333,38,1
351,0,10.0,250,0,14,28,0,0,0,1,2,2.933333333,38,1
352,0,10.0,250,0,7,21,0,0,0,0,3,22.98333333,38,2
353,1,5.0,12,0,21,31,1,1,0,1,1,4.166666667,30,1
354,1,5.0,12,0,21,31,1,1,0,1,1,4.166666667,30,1
355,1,5.0,12,0,21,31,1,1,0,1,1,4.166666667,30,1
356,1,5.0,7,0,21,31,1,1,0,1,1,4.166666667,30,1
357,1,5.0,7,0,21,31,1,1,0,1,1,4.166666667,30,1
358,1,2.0,9,0,12,11,1,1,0,0,2,2.333333333,30,1
359,1,2.0,7,0,19,22,1,1,0,0,2,2.333333333,30,1
360,1,2.0,7,0,19,22,1,1,0,0,2,2.333333333,30,1
361,1,2.0,9,0,13,11,1,0,0,0,3,0.05,30,1
362,1,2.0,9,0,13,11,1,0,0,0,4,2.766666667,33,1
363,1,2.0,9,0,13,11,1,0,0,0,4,2.766666667,33,1
364,1,2.0,9,0,13,11,1,0,0,0,4,2.766666667,33,1
365,1,3.0,9,0,23,21,1,0,0,0,5,22.31666667,33,2
366,0,10.0,70,0,22,19,0,0,0,0,0,2.2,36,1
367,0,10.0,70,0,22,19,0,0,0,0,0,2.2,36,1
368,0,10.0,35,0,15,17,0,0,0,0,0,2.2,38,1
369,0,10.0,35,0,19,13,0,0,0,0,1,5.8,38,1
370,0,10.0,35,0,19,13,0,0,0,0,1,5.8,38,1
371,0,10.0,35,0,19,13,0,0,0,0,1,5.8,38,1
372,0,10.0,35,0,19,13,0,0,0,0,1,5.8,38,1
373,0,10.0,35,0,19,13,0,0,0,0,1,5.8,38,1
374,0,10.0,35,0,5,6,0,0,0,0,1,5.8,38,1
375,0,6.0,50,0,7,3,0,0,0,0,0,7.466666667,36,1
376,0,6.0,50,0,7,3,0,0,0,0,0,7.466666667,36,1
377,0,10.0,50,0,4,20,0,0,0,0,0,7.466666667,38,1
378,0,10.0,50,0,4,20,0,0,0,0,0,7.466666667,38,1
379,0,10.0,50,0,4,20,0,0,0,0,0,7.466666667,38,1
380,0,10.0,50,0,4,20,0,0,0,0,0,7.466666667,38,1
381,0,10.0,250,0,2,8,0,0,0,0,0,7.466666667,38,1
382,0,10.0,250,0,2,8,0,0,0,0,0,7.466666667,38,1
383,0,10.0,250,0,0,6,0,0,0,0,1,23.71666667,38,2
384,0,10.0,250,0,4,21,0,0,0,0,0,2.866666667,36,1
385,0,10.0,250,0,4,21,0,0,0,0,0,2.866666667,36,1
386,0,10.0,250,0,4,21,0,0,0,0,0,2.866666667,38,1
387,0,10.0,120,0,8,18,0,0,0,0,1,6.016666667000001,38,1
388,0,10.0,120,0,8,18,0,0,0,0,1,6.016666667000001,38,1
389,0,10.0,120,0,8,18,0,0,0,0,1,6.016666667000001,38,1
390,0,10.0,120,0,8,18,0,0,0,0,1,6.016666667000001,38,1
