0.000000000000000000e+00,7.400000000000000355e+00,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000355e+00,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000355e+00,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000355e+00,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000355e+00,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000355e+00,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000355e+00,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000355e+00,3.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,2.216666667000000146e+00,3.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,2.216666667000000146e+00,3.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,2.216666667000000146e+00,3.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.971666666999999862e+01,3.000000000000000000e+01,2.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.008333333000000032e+01,3.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,2.116666667000000057e+00,3.200000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,2.116666667000000057e+00,3.200000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,2.116666667000000057e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.166666667000000324e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.166666667000000324e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.166666667000000324e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.166666667000000324e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.166666667000000324e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.166666667000000324e+00,3.200000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.216666667000000146e+00,3.200000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.216666667000000146e+00,3.200000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.216666667000000146e+00,3.200000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000111e-01,3.600000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,2.676666666999999933e+01,3.600000000000000000e+01,2.000000000000000000e+00
0.000000000000000000e+00,4.166666667000000324e+00,4.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,4.166666667000000324e+00,4.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,4.166666667000000324e+00,4.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,4.166666667000000324e+00,4.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,4.166666667000000324e+00,4.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,3.583333333000000120e+00,3.800000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,3.583333333000000120e+00,3.800000000000000000e+01,1.000000000000000000e+00
