5.00E+00,1.35E+00,-1.02E+00,-7.37E-01,-2.77E-01,1.78E+00,9.83E-01,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,-6.85E-01,-4.98E-01,-2.77E-01,1.89E+00,9.83E-01,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,-6.85E-01,-4.98E-01,-2.77E-01,1.89E+00,9.83E-01,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,-6.85E-01,-4.98E-01,-2.77E-01,1.89E+00,9.83E-01,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,6.33E-01,-3.38E-01,-2.77E-01,2.10E+00,1.14E+00,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,6.33E-01,-3.38E-01,-2.77E-01,2.10E+00,1.14E+00,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,6.33E-01,-3.38E-01,-2.77E-01,2.10E+00,1.14E+00,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,6.33E-01,-3.38E-01,-2.77E-01,2.10E+00,1.14E+00,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
2.00E+00,-7.40E-01,6.33E-01,-1.91E-02,-2.77E-01,2.53E+00,1.62E+00,-7.56E-01,-7.19E-01,2.65E+00,-1.38E-01
2.00E+00,-7.40E-01,6.33E-01,-1.91E-02,-2.77E-01,2.53E+00,1.62E+00,-7.56E-01,-7.19E-01,2.65E+00,-1.38E-01
2.00E+00,-7.40E-01,6.33E-01,-1.91E-02,-2.77E-01,2.53E+00,1.62E+00,-7.56E-01,-7.19E-01,2.65E+00,-1.38E-01
2.00E+00,-7.40E-01,6.33E-01,2.85E+00,-2.77E-01,2.31E+00,-4.42E-01,-7.56E-01,-7.19E-01,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,6.33E-01,-1.79E-01,-2.77E-01,2.10E+00,1.30E+00,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,6.33E-01,-1.79E-01,-2.77E-01,2.10E+00,1.30E+00,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,6.33E-01,-1.79E-01,-2.77E-01,2.10E+00,1.30E+00,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,6.33E-01,-1.79E-01,-2.77E-01,2.10E+00,1.30E+00,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,-7.40E-01,6.33E-01,-1.79E-01,-2.77E-01,2.10E+00,1.30E+00,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
5.00E+00,1.35E+00,6.33E-01,-7.37E-01,-2.77E-01,2.53E+00,-4.42E-01,1.32E+00,1.39E+00,2.65E+00,-1.38E-01
